mid,userid,message,ts_created,poiid,lon,lat,uid,name,tag1,tag2,最高气温,最低气温,天气,风向
4969752834868860 ,6978762004 ,很舒服的地方呀,2023/11/19,B2094757D06AA5FC439A,118.8629699,31.32221846,92b806d2ef27aafe79b55cca,高淳老街历史文化景区,旅游景点,文物古迹,20℃,5℃,晴,西南风 2级
4969803610589700 ,1287099035 ,乘兴老街游，斑斑陈迹留。 粉墙黛瓦古，藤蔓绿阴稠。 米酒沽深巷，茶干香满楼。 慢城今领略，岁月自悠悠。,2023/11/19,B2094757D06AA5FC439A,118.8629699,31.32221846,92b806d2ef27aafe79b55cca,高淳老街历史文化景区,旅游景点,文物古迹,20℃,5℃,晴,西南风 2级
4969822974904210 ,3273856955 ,螃蟹??,2023/11/19,B2094757D06AA5FC439A,118.8629699,31.32221846,92b806d2ef27aafe79b55cca,高淳老街历史文化景区,旅游景点,文物古迹,20℃,5℃,晴,西南风 2级
4969823038866520 ,3273856955 ,螃蟹??吃够了！,2023/11/19,B2094757D06AA5FC439A,118.8629699,31.32221846,92b806d2ef27aafe79b55cca,高淳老街历史文化景区,旅游景点,文物古迹,20℃,5℃,晴,西南风 2级
4969864625914920 ,2996413924 ,跨越900年的时空[照相机],2023/11/19,B2094757D06AA5FC439A,118.8629699,31.32221846,92b806d2ef27aafe79b55cca,高淳老街历史文化景区,旅游景点,文物古迹,20℃,5℃,晴,西南风 2级
4969181496216140 ,7619667069 ,good friends from europe,2023/11/17,B2094257D56FABFA459C,118.8921935,31.31829638,ef773a0f6c90fa49230220a7,濑渚洲公园,旅游景点,公园,15℃,1℃,晴,西北风 4级
4969867934701290 ,2203518964 ,总会被生活治愈的 不是吗？,2023/11/19,B2094257D56FABFA459C,118.8921935,31.31829638,ef773a0f6c90fa49230220a7,濑渚洲公园,旅游景点,公园,20℃,5℃,晴,西南风 2级
4969926956948160 ,5304089234 ,有时候不知道 在怕什么 慌什么 tyx顾及那么多干什么啊 大胆向前走,2023/11/19,B2094557D569AAF9429F,118.9036619,31.32656072,dce35ca7551cb503ce04ef61,固城湖国家城市湿地公园,旅游景点,公园,20℃,5℃,晴,西南风 2级
4967900873753680 ,2702417643 ,腰果。[太阳],2023/11/14,B2094251D56EA7FA4693,119.0832465,31.4185119,bdb218234d63934c3686f474,高淳国际慢城,旅游景点,风景区,12℃,2℃,晴,西风 2级
4967904359745340 ,2702417643 ,＂以梦为马，诗酒趁年华。＂[抱一抱],2023/11/14,B2094253D068A0FB4892,119.0684191,31.41563601,bdb218234d63934c3686f474,高淳国际慢城,旅游景点,风景区,12℃,2℃,晴,西风 2级
4968352209961160 ,6572070876 ,高淳慢城。1986年，以激进而著名的意大利记者carlo petrini在漫步罗马的西班牙广场时决定发起“慢餐运动”，呼吁人们“即使在最繁忙的时候，也不要忘记享受家乡美食”。1999年10月，在意大利,2023/11/15,B2094750DA65A6FF459F,119.0796995,31.42433429,bdb218234d63934c3686f474,高淳国际慢城,旅游景点,风景区,15℃,7℃,多云~小雨,东南风 2级
4969380779656410 ,2134894933 ,??,2023/11/18,B2094252DA64ABF9489A,119.139267,31.43967886,bdb218234d63934c3686f474,高淳国际慢城,旅游景点,风景区,15℃,5℃,晴,西南风 1级
4969385054179160 ,3179011442 ,#每天摸鱼打卡# 慢品人间烟火色，闲观完事岁月长,2023/11/18,B2094750DA65A6FF459F,119.0796995,31.42433429,bdb218234d63934c3686f474,高淳国际慢城,旅游景点,风景区,15℃,5℃,晴,西南风 1级
4969484429296280 ,6049969279 ,好累的团建啊 1.回来的走的石臼湖，真的是太美了[跪了] 2.打cs我是t阵营[doge]还是c位，我敢说没有人比我更像t了[酷] 3.摘火龙果的时候偷恰了两个，手都是红的[哈哈],2023/11/18,B2094750DA65A6FF459F,119.0796995,31.42433429,bdb218234d63934c3686f474,高淳国际慢城,旅游景点,风景区,15℃,5℃,晴,西南风 1级
4969536243895230 ,6088613816 ,今天的我有那么一丢丢甜??,2023/11/18,B2094750DA65A6FF459F,119.0796995,31.42433429,bdb218234d63934c3686f474,高淳国际慢城,旅游景点,风景区,15℃,5℃,晴,西南风 1级
4969537030063670 ,7437908862 ,[心]囍囍[心] 感谢姜姜姜宝贝的特别邀请，让我有机会成为你的幸福见证官[鲜花],2023/11/18,B2094254D56BA3F94492,119.0878731,31.41348174,bdb218234d63934c3686f474,高淳国际慢城,旅游景点,风景区,15℃,5℃,晴,西南风 1级
4969703722452710 ,7204213668 ,[看书],2023/11/19,B2094750DA65A6FF459F,119.0796995,31.42433429,bdb218234d63934c3686f474,高淳国际慢城,旅游景点,风景区,20℃,5℃,晴,西南风 2级
4969736551268550 ,1972356771 ,天气不错，螃蟹也不错[哇],2023/11/19,B2094750DA65A6FF459F,119.0796995,31.42433429,bdb218234d63934c3686f474,高淳国际慢城,旅游景点,风景区,20℃,5℃,晴,西南风 2级
4968054103998900 ,6003717050 ,碎片化周末[太阳],2023/11/14,B2094253D069A4FC4292,119.0332909,31.57994311,25d7bdb2c560f0cada2f28c6,南京市无想山景区,旅游景点,风景区,12℃,2℃,晴,西风 2级
4968075037772630 ,5027734046 ,周日日记,2023/11/14,B2094757D56AA0F54592,119.0363963,31.58632534,25d7bdb2c560f0cada2f28c6,南京市无想山景区,旅游景点,风景区,12℃,2℃,晴,西风 2级
4968088448270680 ,2176616565 ,双亲出差在外，家中孩童放飞，老人反被领导； 深夜遥控作业，望子成龙心切，家长还需心平！,2023/11/14,B2094655D665ABF8479D,119.0110289,31.60427766,25d7bdb2c560f0cada2f28c6,南京市无想山景区,旅游景点,风景区,12℃,2℃,晴,西风 2级
4968489985770410 ,2928937351 ,骑车是个开心事,2023/11/15,B2094257D06DABF44198,119.0374585,31.58425095,25d7bdb2c560f0cada2f28c6,南京市无想山景区,旅游景点,风景区,15℃,7℃,多云~小雨,东南风 2级
4968732459796170 ,7671745882 ,氧气,2023/11/16,B2094655D665ABF8479D,119.0110289,31.60427766,25d7bdb2c560f0cada2f28c6,南京市无想山景区,旅游景点,风景区,14℃,4℃,雾~晴,西北风 4级
4969059832038660 ,6324396914 ,我们的小部分灵魂在替我们幸福_,2023/11/17,B2094757D56AA0F54592,119.0363963,31.58632534,25d7bdb2c560f0cada2f28c6,南京市无想山景区,旅游景点,风景区,15℃,1℃,晴,西北风 4级
4969496215029910 ,1947647021 ,暖阳,2023/11/18,B2094757D56AA0F54592,119.0363963,31.58632534,25d7bdb2c560f0cada2f28c6,南京市无想山景区,旅游景点,风景区,15℃,5℃,晴,西南风 1级
4969565521711540 ,5284628280 ,出去拍照了??,2023/11/18,B2094257D06DABF44198,119.0374585,31.58425095,25d7bdb2c560f0cada2f28c6,南京市无想山景区,旅游景点,风景区,15℃,5℃,晴,西南风 1级
4969776016523570 ,1927319222 ,天空记录员,2023/11/19,B2094257D06DABF44198,119.0374585,31.58425095,25d7bdb2c560f0cada2f28c6,南京市无想山景区,旅游景点,风景区,20℃,5℃,晴,西南风 2级
4969863643664410 ,1323762584 ,【天暖景美，带娃逛逛】周末好时光！阳光明媚暖洋洋，带着娃儿一起踢踢球，感受大自然的美好！#天暖景美#带娃逛逛#周末好时光,2023/11/19,B2094257D06DABF44198,119.0374585,31.58425095,25d7bdb2c560f0cada2f28c6,南京市无想山景区,旅游景点,风景区,20℃,5℃,晴,西南风 2级
4969892399808820 ,3076088642 ,分享图片,2023/11/19,B2094757D56AA0F54592,119.0363963,31.58632534,25d7bdb2c560f0cada2f28c6,南京市无想山景区,旅游景点,风景区,20℃,5℃,晴,西南风 2级
4969901269714970 ,3996113593 ,在秋天    在十一月??,2023/11/19,B2094655D665ABF8479D,119.0110289,31.60427766,25d7bdb2c560f0cada2f28c6,南京市无想山景区,旅游景点,风景区,20℃,5℃,晴,西南风 2级
4969937220929230 ,5886484292 ,感受秋意，现在手机摄影功能真强大,2023/11/19,B2094257D06DABF44198,119.0374585,31.58425095,25d7bdb2c560f0cada2f28c6,南京市无想山景区,旅游景点,风景区,20℃,5℃,晴,西南风 2级
4967911246006440 ,7444526000 ,#随手拍#,2023/11/14,B2094452D265A2FE4193,119.1869619,31.63171888,aef4122005014fbaf60e77c3,溧水周园,旅游景点,风景区,12℃,2℃,晴,西风 2级
4968555338531680 ,5673025265 ,11拍的一些视频导过来啦,2023/11/16,B2094257D06CA4FC479F,118.9855099,31.64855682,6806d3b73f46f1ea1ef74dd9,天生桥景区,旅游景点,风景区,14℃,4℃,雾~晴,西北风 4级
4969104358507800 ,2172996382 ,美好生活,2023/11/17,B2094257D06CA4FC479F,118.9855099,31.64855682,6806d3b73f46f1ea1ef74dd9,天生桥景区,旅游景点,风景区,15℃,1℃,晴,西北风 4级
4969208379342860 ,7510900855 ,管健嘉晨 迟到的视频[喵喵]@管健嘉晨  第一次听就入坑啦,2023/11/17,B2094257D06CA4FC479F,118.9855099,31.64855682,6806d3b73f46f1ea1ef74dd9,天生桥景区,旅游景点,风景区,15℃,1℃,晴,西北风 4级
4969424550626250 ,6047076587 ,补发一下羊和猪,2023/11/18,B2094257D06CA4FC479F,118.9855099,31.64855682,6806d3b73f46f1ea1ef74dd9,天生桥景区,旅游景点,风景区,15℃,5℃,晴,西南风 1级
4969735554861010 ,5872117237 ,焦迈奇 巨帅，路转粉，超有活力啦！,2023/11/19,B2094257D06CA4FC479F,118.9855099,31.64855682,6806d3b73f46f1ea1ef74dd9,天生桥景区,旅游景点,风景区,20℃,5℃,晴,西南风 2级
4968069172822350 ,7672883268 ,#记录世界 记录你#  手白天超级白嘿嘿！但是不知道怎么撞紫了一小块！ 我已经换上羽绒服啦！超级保暖的哈哈哈！我好怕冷 晚上送朵朵妹妹回家！又是大手牵小手耶,2023/11/14,B2094257D66BA6FF459C,119.0505936,31.6462437,fe65c3be3720a934734b87c7,溧水秦淮源公园,旅游景点,公园,12℃,2℃,晴,西风 2级
4969892501785920 ,7163827308 ,只想当个米虫,2023/11/19,B2094257D66BA6FF459C,119.0505936,31.6462437,fe65c3be3720a934734b87c7,溧水秦淮源公园,旅游景点,公园,20℃,5℃,晴,西南风 2级
4968770914222390 ,7358942957 ,服了,2023/11/16,B2094554D06BA3F84499,119.113475,31.69760942,6ee010203e3915f653e5c586,大金山风景区,旅游景点,风景区,14℃,4℃,雾~晴,西北风 4级
4969134796835600 ,5490720451 ,2023专业应急救援队伍与社会应急力量技能展示与交流。,2023/11/17,B2094452D265A2FD4192,119.1129448,31.69471677,6ee010203e3915f653e5c586,大金山风景区,旅游景点,风景区,15℃,1℃,晴,西北风 4级
4969348135388350 ,5780457784 ,会当凌绝顶，一览众山小,2023/11/18,B2094452D265A2FD4192,119.1129448,31.69471677,6ee010203e3915f653e5c586,大金山风景区,旅游景点,风景区,15℃,5℃,晴,西南风 1级
4967982791918200 ,2007781995 ,有光……,2023/11/14,B2094254D66AA6FB469E,118.7225396,31.80637117,890ccf37020295885cd4fe2a,上庄园,旅游景点,风景区,12℃,2℃,晴,西风 2级
4968060660484930 ,2661406914 ,拍了几张“艺术照” 秋冬的南瓜色真的好绝呀～    #微博亲子季#,2023/11/14,B2094252D76BA7FB4998,118.7197624,31.80761683,890ccf37020295885cd4fe2a,上庄园,旅游景点,风景区,12℃,2℃,晴,西风 2级
4968108391925030 ,2975514172 ,#小王的乡村plog#今天是加班到9点的一天[月亮],2023/11/14,B2094252D06CA6F8489E,118.7197625,31.80578952,890ccf37020295885cd4fe2a,上庄园,旅游景点,风景区,12℃,2℃,晴,西风 2级
4968265321021720 ,2080128897 ,年龄：03年 身高：165 体重：98 城市：南京江宁区 学历：大专 职业：学生 自我介绍：狮子座纯纯恋爱脑交友要求：男大 喜欢瘦瘦高高的帅哥 年龄00后 真诚交友 不真诚别来沾边 谢谢 是否接受??,2023/11/15,B2094254D66AA6FB469E,118.7225396,31.80637117,890ccf37020295885cd4fe2a,上庄园,旅游景点,风景区,15℃,7℃,多云~小雨,东南风 2级
4968385437762130 ,5269288892 ,终于熬到了期中市统测 最近真的过劳丑+过劳肥 过了这个坎还有小高考 每个阶段都有不同的忙碌 但也要让自己有片刻的喘息 比如去有光的地方,2023/11/15,B2094254D66AA6FB469E,118.7225396,31.80637117,890ccf37020295885cd4fe2a,上庄园,旅游景点,风景区,15℃,7℃,多云~小雨,东南风 2级
4968717600688430 ,7086333276 ,????,2023/11/16,B2094556D469AAFE479E,118.7216513,31.80724687,890ccf37020295885cd4fe2a,上庄园,旅游景点,风景区,14℃,4℃,雾~晴,西北风 4级
4968796668821680 ,5469896727 ,今天去徒步咯,2023/11/16,B2094554D064ABFB459B,118.7117994,31.80045836,890ccf37020295885cd4fe2a,上庄园,旅游景点,风景区,14℃,4℃,雾~晴,西北风 4级
4969379565405800 ,7747532447 ,好玩,2023/11/18,B2094253D06BA5FD4598,118.7164102,31.79789652,890ccf37020295885cd4fe2a,上庄园,旅游景点,风景区,15℃,5℃,晴,西南风 1级
4969411463348450 ,5654018348 ,[毛球] 有山有水有肉,2023/11/18,B2094251DB6BA3FC409B,118.7117586,31.78374547,890ccf37020295885cd4fe2a,上庄园,旅游景点,风景区,15℃,5℃,晴,西南风 1级
4969469233597480 ,1822930715 ,[吃馕],2023/11/18,B2094556D469AAFE479E,118.7216513,31.80724687,890ccf37020295885cd4fe2a,上庄园,旅游景点,风景区,15℃,5℃,晴,西南风 1级
4969478242175200 ,2926423291 ,小伙伴们还不忘这个老同事，就一起再乐一下。,2023/11/18,B2094556D469AAFE479E,118.7216513,31.80724687,890ccf37020295885cd4fe2a,上庄园,旅游景点,风景区,15℃,5℃,晴,西南风 1级
4969488638543920 ,5529756378 ,这样的好天气～,2023/11/18,B2094556D469AAFE479E,118.7216513,31.80724687,890ccf37020295885cd4fe2a,上庄园,旅游景点,风景区,15℃,5℃,晴,西南风 1级
4969498162234090 ,1693328852 ,#开心#,2023/11/18,B2094554D064ABFB459B,118.7117994,31.80045836,890ccf37020295885cd4fe2a,上庄园,旅游景点,风景区,15℃,5℃,晴,西南风 1级
4969555499684700 ,5456906466 ,睡了大半天 伴着落日出门,2023/11/18,B2094556D469AAFE479E,118.7216513,31.80724687,890ccf37020295885cd4fe2a,上庄园,旅游景点,风景区,15℃,5℃,晴,西南风 1级
4969566407756270 ,3544746132 ,今天是被男人叫“老公”最多的一天 #婚纱照花絮#,2023/11/18,B2094554D064ABFB459B,118.7117994,31.80045836,890ccf37020295885cd4fe2a,上庄园,旅游景点,风景区,15℃,5℃,晴,西南风 1级
4969759613126270 ,5738461453 ,出门玩，这个地方可真适合晒太阳??,2023/11/19,B2094252D168A1F8479C,118.7223897,31.80664334,890ccf37020295885cd4fe2a,上庄园,旅游景点,风景区,20℃,5℃,晴,西南风 2级
4969780104662260 ,5379150836 ,永远超爱游乐场[哇]！！！,2023/11/19,B2094554D064ABFB459B,118.7117994,31.80045836,890ccf37020295885cd4fe2a,上庄园,旅游景点,风景区,20℃,5℃,晴,西南风 2级
4969800565527220 ,6384942925 ,?? #生活##手机随手拍##在记录美好生活##在记录美好生活##美好#,2023/11/19,B2094556D469AAFE479E,118.7216513,31.80724687,890ccf37020295885cd4fe2a,上庄园,旅游景点,风景区,20℃,5℃,晴,西南风 2级
4969818089326650 ,6322163615 ,来抱小羊羊??噜！！！,2023/11/19,B2094252D76BA7FB4998,118.7197624,31.80761683,890ccf37020295885cd4fe2a,上庄园,旅游景点,风景区,20℃,5℃,晴,西南风 2级
4969838714552710 ,5873722974 ,杲杲冬日光??,2023/11/19,B2094556D469AAFE479E,118.7216513,31.80724687,890ccf37020295885cd4fe2a,上庄园,旅游景点,风景区,20℃,5℃,晴,西南风 2级
4969839626290400 ,6214246652 ,宝宝你是世界上最萌的小猪??张元英,2023/11/19,B2094554D064ABFB459B,118.7117994,31.80045836,890ccf37020295885cd4fe2a,上庄园,旅游景点,风景区,20℃,5℃,晴,西南风 2级
4969887305568380 ,1999352781 ,??周末出来吸氧，打卡人生理想村落??,2023/11/19,B2094556D469AAFE479E,118.7216513,31.80724687,890ccf37020295885cd4fe2a,上庄园,旅游景点,风景区,20℃,5℃,晴,西南风 2级
4969893065655200 ,5537825414 ,每天都好开心呐 真的是每天[哇][爱你][馋嘴][爱慕][送花花],2023/11/19,B2094254D66AA6FB469E,118.7225396,31.80637117,890ccf37020295885cd4fe2a,上庄园,旅游景点,风景区,20℃,5℃,晴,西南风 2级
4968274753227390 ,2702417643 ,仙芋鲜[good],2023/11/15,B2094251DB6BA4FE489E,118.6845434,31.78196078,bb71d6e511381ba26ea3ccbc,黄龙岘金陵茶文化旅游村,旅游景点,风景区,15℃,7℃,多云~小雨,东南风 2级
4968414701159100 ,5025461222 ,实践day～,2023/11/15,B2094251DB6BA4FE489E,118.6845434,31.78196078,bb71d6e511381ba26ea3ccbc,黄龙岘金陵茶文化旅游村,旅游景点,风景区,15℃,7℃,多云~小雨,东南风 2级
4968431968323110 ,2703870721 ,分享图片,2023/11/15,B209475CD46EA2FB429E,118.6838389,31.78201006,bb71d6e511381ba26ea3ccbc,黄龙岘金陵茶文化旅游村,旅游景点,风景区,15℃,7℃,多云~小雨,东南风 2级
4969449007350280 ,2702417643 ,友人具鸡黍，邀我至田家。 开轩面场圃，把酒话桑麻。#小可与你把酒话桑麻的红包#,2023/11/18,B209425CD56DA1F9439B,118.6830615,31.78193845,bb71d6e511381ba26ea3ccbc,黄龙岘金陵茶文化旅游村,旅游景点,风景区,15℃,5℃,晴,西南风 1级
4969492903889380 ,1780453311 ,今日份太阳晒足了?,2023/11/18,B209475CD46EA2FB429E,118.6838389,31.78201006,bb71d6e511381ba26ea3ccbc,黄龙岘金陵茶文化旅游村,旅游景点,风景区,15℃,5℃,晴,西南风 1级
4969528246404160 ,5685710964 ,???,2023/11/18,B2094251DB6BA4FE489E,118.6845434,31.78196078,bb71d6e511381ba26ea3ccbc,黄龙岘金陵茶文化旅游村,旅游景点,风景区,15℃,5℃,晴,西南风 1级
4969718226354550 ,6042887647 ,#萌宠##萌宠的日常##刚毛猎狐梗#,2023/11/19,B209475CD46EA2FB429E,118.6838389,31.78201006,bb71d6e511381ba26ea3ccbc,黄龙岘金陵茶文化旅游村,旅游景点,风景区,20℃,5℃,晴,西南风 2级
4969577715338270 ,1030041704 ,一点都不想上班  除了焦虑还是焦虑 不喜欢 也不感兴趣 [苦涩]看见别人去读书真的好羡慕,2023/11/18,B2094250D36CA0F44399,118.5956491,31.8509099,0cdb524c3af2c0028705bfd6,石刻湖公园,旅游景点,公园,15℃,5℃,晴,西南风 1级
4969052255551940 ,2736657892 ,在甘熙故居看到了南京十竹斋的陳列展示,2023/11/17,B2094452D264AAFA479B,118.9214867,31.86014147,4a8c5f58fa6682cf08f5ebd7,杨柳村明清古建筑群,旅游景点,风景区,15℃,1℃,晴,西北风 4级
4967972179282340 ,5747756471 ,南唐二李陵，李煜的爸爸和爷爷,2023/11/14,B2094757D169A6FA499A,118.7333335,31.88984127,2fd2beab7a9c3b527adbd278,南唐二陵,旅游景点,文物古迹,12℃,2℃,晴,西风 2级
4969391281148250 ,1182574420 ,去宏觉寺，11路有点累！  算比较冷门的景区。南唐二陵陈列馆想装修。,2023/11/18,B2094757D169A6FA499A,118.7333335,31.88984127,2fd2beab7a9c3b527adbd278,南唐二陵,旅游景点,文物古迹,15℃,5℃,晴,西南风 1级
4967768858036600 ,5489463139 ,人生小满胜万全,2023/11/14,B2094251D164A7FE459D,118.7356602,31.91344744,87248d960f34b8b32806ce78,牛首山文化旅游区,旅游景点,风景区,12℃,2℃,晴,西风 2级
4967785846015080 ,5845656899 ,天上人间皆不见 人间金陵胜凌霄# 牛首山,2023/11/14,B209445CD66BABFB489F,118.743774,31.91158715,87248d960f34b8b32806ce78,牛首山文化旅游区,旅游景点,风景区,12℃,2℃,晴,西风 2级
4967816002797670 ,5456903535 ,??天上凡间皆不见，人间金陵胜凌霄,2023/11/14,B2094257D06DA5F4419B,118.7398585,31.91530467,87248d960f34b8b32806ce78,牛首山文化旅游区,旅游景点,风景区,12℃,2℃,晴,西风 2级
4967901460170620 ,5582369897 ,微博也更新一下～  #氛围感##带着微博去旅行##今天穿什么#,2023/11/14,B2094257D06DA5F4419B,118.7398585,31.91530467,87248d960f34b8b32806ce78,牛首山文化旅游区,旅游景点,风景区,12℃,2℃,晴,西风 2级
4967905634025960 ,6305811835 ,山是牛首山 城是南京城???,2023/11/14,B2094257D06DA1FC4399,118.735925,31.91437955,87248d960f34b8b32806ce78,牛首山文化旅游区,旅游景点,风景区,12℃,2℃,晴,西风 2级
4967926272625620 ,5950066997 ,?? 把摄像头对准热爱的所有,2023/11/14,B2094253D464ABFE4393,118.7511853,31.91444362,87248d960f34b8b32806ce78,牛首山文化旅游区,旅游景点,风景区,12℃,2℃,晴,西风 2级
4967938704543480 ,2729302743 ,嘿嘿,2023/11/14,B2094257D06DA5F4419B,118.7398585,31.91530467,87248d960f34b8b32806ce78,牛首山文化旅游区,旅游景点,风景区,12℃,2℃,晴,西风 2级
4967940655942550 ,2933967621 ,“金陵春归处，牛首山水间” ??南京,2023/11/14,B2094257D06DA5F4419B,118.7398585,31.91530467,87248d960f34b8b32806ce78,牛首山文化旅游区,旅游景点,风景区,12℃,2℃,晴,西风 2级
4967947308107750 ,5861581604 ,??南京,2023/11/14,B2094257D06DA5F4419B,118.7398585,31.91530467,87248d960f34b8b32806ce78,牛首山文化旅游区,旅游景点,风景区,12℃,2℃,晴,西风 2级
4967954896390560 ,2729302743 ,少了个搭子 是差点劲儿啊,2023/11/14,B2094257D06DA5F4419B,118.7398585,31.91530467,87248d960f34b8b32806ce78,牛首山文化旅游区,旅游景点,风景区,12℃,2℃,晴,西风 2级
4967968698271700 ,6193933831 ,分享图片,2023/11/14,B2094257D06DA5F4419B,118.7398585,31.91530467,87248d960f34b8b32806ce78,牛首山文化旅游区,旅游景点,风景区,12℃,2℃,晴,西风 2级
4967969325583020 ,6193933831 ,分享图片,2023/11/14,B2094257D06DA5F4419B,118.7398585,31.91530467,87248d960f34b8b32806ce78,牛首山文化旅游区,旅游景点,风景区,12℃,2℃,晴,西风 2级
4967978686218970 ,5609231286 ,一切都是最好的安排,2023/11/14,B2094257D06DA5F4419B,118.7398585,31.91530467,87248d960f34b8b32806ce78,牛首山文化旅游区,旅游景点,风景区,12℃,2℃,晴,西风 2级
4967984198583370 ,1888646857 ,要去看40亿的项目啦[允悲][允悲],2023/11/14,B2094257D06DA5F4419B,118.7398585,31.91530467,87248d960f34b8b32806ce78,牛首山文化旅游区,旅游景点,风景区,12℃,2℃,晴,西风 2级
4967988542310670 ,5815933672 ,剪刀手小汪,2023/11/14,B2094257D06DA5F4419B,118.7398585,31.91530467,87248d960f34b8b32806ce78,牛首山文化旅游区,旅游景点,风景区,12℃,2℃,晴,西风 2级
4967991906142090 ,1879417632 ,家长心血来潮，自当倾身表衷心 #来南京赴秋日的橘红和苍翠#,2023/11/14,B2094257D06DA5F4419B,118.7398585,31.91530467,87248d960f34b8b32806ce78,牛首山文化旅游区,旅游景点,风景区,12℃,2℃,晴,西风 2级
4967997569763090 ,5729161871 ,#一张图证明我来过这里#,2023/11/14,B2094257D06DA5F4419B,118.7398585,31.91530467,87248d960f34b8b32806ce78,牛首山文化旅游区,旅游景点,风景区,12℃,2℃,晴,西风 2级
4968000233407780 ,2677289982 ,这里供奉着世界唯一现存佛祖真身顶骨舍利 感受牛首山佛顶宫独一无二的美,2023/11/14,B209445CD66BABFB489F,118.743774,31.91158715,87248d960f34b8b32806ce78,牛首山文化旅游区,旅游景点,风景区,12℃,2℃,晴,西风 2级
4968005852726510 ,3674856450 ,好做作，我好爱#牛首山#,2023/11/14,B2094257D06DA5F4419B,118.7398585,31.91530467,87248d960f34b8b32806ce78,牛首山文化旅游区,旅游景点,风景区,12℃,2℃,晴,西风 2级
4968006414237870 ,3022966330 ,库存,2023/11/14,B2094257D06DA5F4419B,118.7398585,31.91530467,87248d960f34b8b32806ce78,牛首山文化旅游区,旅游景点,风景区,12℃,2℃,晴,西风 2级
4968006882953270 ,7756661332 ,牛首山 真的有点惊艳#南京#,2023/11/14,B2094257D06DA5F4419B,118.7398585,31.91530467,87248d960f34b8b32806ce78,牛首山文化旅游区,旅游景点,风景区,12℃,2℃,晴,西风 2级
4968007485097120 ,2686953130 ,天上凡间皆不见，人间金陵胜凌霄,2023/11/14,B2094257D06DA5F4419B,118.7398585,31.91530467,87248d960f34b8b32806ce78,牛首山文化旅游区,旅游景点,风景区,12℃,2℃,晴,西风 2级
4968014263353500 ,6887489848 ,分享图片,2023/11/14,B2094257D06DA5F4419B,118.7398585,31.91530467,87248d960f34b8b32806ce78,牛首山文化旅游区,旅游景点,风景区,12℃,2℃,晴,西风 2级
4968078834926610 ,6646055323 ,分享图片,2023/11/14,B2094257D06DA5F4419B,118.7398585,31.91530467,87248d960f34b8b32806ce78,牛首山文化旅游区,旅游景点,风景区,12℃,2℃,晴,西风 2级
